scenario,method,hour,mean_cumulative_false_alert_probability,n_defined
S2,PaFAR-HC,78,0.0755144,500
S2,PaFAR-HC,79,0.07573960000000005,500
S2,PaFAR-HC,80,0.07596320000000006,500
S2,PaFAR-HC,81,0.07616200000000006,500
S2,PaFAR-HC,82,0.07631800000000011,500
S2,PaFAR-HC,83,0.07645400000000009,500
S2,PaFAR-HC,84,0.07656360000000005,500
S2,PaFAR-HC,85,0.07665760000000005,500
S2,PaFAR-HC,86,0.07673119999999999,500
S2,PaFAR-HC,87,0.07678479999999997,500
S2,PaFAR-HC,88,0.07682719999999994,500
S2,PaFAR-HC,89,0.07686319999999996,500
S2,PaFAR-HC,90,0.07688759999999994,500
S2,PaFAR-HC,91,0.07690719999999994,500
S2,PaFAR-HC,92,0.07691959999999996,500
S2,PaFAR-HC,93,0.07692399999999995,500
S2,PaFAR-HC,94,0.07692799999999995,500
S2,PaFAR-HC,95,0.07693439999999997,500
S2,PaFAR-HC,96,0.07693559999999997,500
S2,PaFAR-HC,97,0.07693679999999996,500
S2,PaFAR-HC,98,0.07693719999999996,500
S2,PaFAR-HC,99,0.07693759999999997,500
S2,PaFAR-HC,100,0.07693759999999997,500
S2,PaFAR-HC,101,0.07693799999999996,500
S2,PaFAR-HC,102,0.07693799999999996,500
S2,PaFAR-HC,103,0.07693839999999998,500
S2,PaFAR-HC,104,0.07693839999999998,500
S2,PaFAR-HC,105,0.07693839999999998,500
S2,PaFAR-HC,106,0.07693839999999998,500
S2,PaFAR-HC,107,0.07693839999999998,500
S2,PaFAR-HC,108,0.07693839999999998,500
S2,PaFAR-HC,109,0.07693839999999998,500
S2,PaFAR-HC,110,0.07693839999999998,500
S2,PaFAR-HC,111,0.07693839999999998,500
S2,PaFAR-HC,112,0.07693839999999998,500
S2,PaFAR-HC,113,0.07693839999999998,500
S2,PaFAR-HC,114,0.07693839999999998,500
S2,PaFAR-HC,115,0.07693839999999998,500
S2,PaFAR-HC,116,0.07693839999999998,500
S2,PaFAR-HC,117,0.07693839999999998,500
S2,PaFAR-HC,118,0.07693839999999998,500
S2,PaFAR-HC,119,0.07693839999999998,500
S3,Pointwise-alpha,0,0.0,500
S3,Pointwise-alpha,1,0.0,500
S3,Pointwise-alpha,2,0.0,500
S3,Pointwise-alpha,3,0.0,500
S3,Pointwise-alpha,4,0.0,500
S3,Pointwise-alpha,5,0.05168040000000003,500
S3,Pointwise-alpha,6,0.06415199999999996,500
S3,Pointwise-alpha,7,0.0762768000000001,500
S3,Pointwise-alpha,8,0.08808679999999988,500
S3,Pointwise-alpha,9,0.0996276,500
S3,Pointwise-alpha,10,0.11104679999999996,500
S3,Pointwise-alpha,11,0.1222776000000001,500
S3,Pointwise-alpha,12,0.13342000000000004,500
S3,Pointwise-alpha,13,0.1445119999999999,500
S3,Pointwise-alpha,14,0.15542960000000003,500
S3,Pointwise-alpha,15,0.16610759999999994,500
S3,Pointwise-alpha,16,0.1767859999999999,500
S3,Pointwise-alpha,17,0.1873723999999999,500
S3,Pointwise-alpha,18,0.1978927999999999,500
S3,Pointwise-alpha,19,0.20817800000000017,500
S3,Pointwise-alpha,20,0.21841280000000002,500
S3,Pointwise-alpha,21,0.22842799999999983,500
S3,Pointwise-alpha,22,0.23849119999999996,500
S3,Pointwise-alpha,23,0.24835199999999985,500
S3,Pointwise-alpha,24,0.25812679999999993,500
S3,Pointwise-alpha,25,0.26764360000000004,500
S3,Pointwise-alpha,26,0.2772344000000003,500
S3,Pointwise-alpha,27,0.2866652000000002,500
S3,Pointwise-alpha,28,0.2959484000000001,500
S3,Pointwise-alpha,29,0.30523880000000003,500
S3,Pointwise-alpha,30,0.3142932000000002,500
S3,Pointwise-alpha,31,0.3232768000000001,500
S3,Pointwise-alpha,32,0.332094,500
S3,Pointwise-alpha,33,0.34078919999999974,500
S3,Pointwise-alpha,34,0.34932200000000024,500
S3,Pointwise-alpha,35,0.3575328000000005,500
S3,Pointwise-alpha,36,0.36545120000000014,500
S3,Pointwise-alpha,37,0.3729919999999999,500
S3,Pointwise-alpha,38,0.3800740000000001,500
S3,Pointwise-alpha,39,0.38660400000000006,500
S3,Pointwise-alpha,40,0.3925332,500
S3,Pointwise-alpha,41,0.39781319999999976,500
S3,Pointwise-alpha,42,0.4025647999999997,500
S3,Pointwise-alpha,43,0.40682919999999984,500
S3,Pointwise-alpha,44,0.4105707999999999,500
S3,Pointwise-alpha,45,0.41387640000000014,500
S3,Pointwise-alpha,46,0.41680919999999977,500
S3,Pointwise-alpha,47,0.4195279999999999,500
S3,Pointwise-alpha,48,0.4220324000000002,500
S3,Pointwise-alpha,49,0.42437040000000015,500
S3,Pointwise-alpha,50,0.42657440000000013,500
S3,Pointwise-alpha,51,0.42872360000000004,500
S3,Pointwise-alpha,52,0.43076279999999995,500
S3,Pointwise-alpha,53,0.43275599999999964,500
S3,Pointwise-alpha,54,0.4347652000000005,500
S3,Pointwise-alpha,55,0.4367231999999997,500
S3,Pointwise-alpha,56,0.4386828000000001,500
S3,Pointwise-alpha,57,0.44060440000000006,500
S3,Pointwise-alpha,58,0.4425191999999999,500
S3,Pointwise-alpha,59,0.44432800000000017,500
S3,Pointwise-alpha,60,0.4461871999999998,500
S3,Pointwise-alpha,61,0.44796399999999975,500
S3,Pointwise-alpha,62,0.4497979999999994,500
S3,Pointwise-alpha,63,0.4515580000000003,500
S3,Pointwise-alpha,64,0.4532495999999998,500
S3,Pointwise-alpha,65,0.4549087999999998,500
S3,Pointwise-alpha,66,0.45659160000000043,500
S3,Pointwise-alpha,67,0.45827520000000005,500
S3,Pointwise-alpha,68,0.45991160000000053,500
S3,Pointwise-alpha,69,0.4614852000000001,500
S3,Pointwise-alpha,70,0.46308000000000077,500
S3,Pointwise-alpha,71,0.4646100000000002,500
S3,Pointwise-alpha,72,0.46618440000000033,500
S3,Pointwise-alpha,73,0.46765760000000006,500
S3,Pointwise-alpha,74,0.46909680000000004,500
S3,Pointwise-alpha,75,0.4705003999999999,500
S3,Pointwise-alpha,76,0.47189919999999985,500
S3,Pointwise-alpha,77,0.4731952000000006,500
S3,Pointwise-alpha,78,0.47443279999999965,500
S3,Pointwise-alpha,79,0.4755899999999998,500
S3,Pointwise-alpha,80,0.4766083999999999,500
S3,Pointwise-alpha,81,0.47755440000000043,500
S3,Pointwise-alpha,82,0.47835839999999974,500
S3,Pointwise-alpha,83,0.47903960000000007,500
S3,Pointwise-alpha,84,0.4796144,500
S3,Pointwise-alpha,85,0.4800891999999997,500
S3,Pointwise-alpha,86,0.48045879999999985,500
S3,Pointwise-alpha,87,0.48074480000000014,500
S3,Pointwise-alpha,88,0.48097199999999973,500
S3,Pointwise-alpha,89,0.48113399999999984,500
S3,Pointwise-alpha,90,0.48124880000000003,500
S3,Pointwise-alpha,91,0.48133519999999996,500
S3,Pointwise-alpha,92,0.4813871999999999,500
S3,Pointwise-alpha,93,0.4814215999999998,500
S3,Pointwise-alpha,94,0.48144399999999987,500
S3,Pointwise-alpha,95,0.4814551999999997,500
S3,Pointwise-alpha,96,0.4814651999999998,500
S3,Pointwise-alpha,97,0.48147039999999997,500
S3,Pointwise-alpha,98,0.4814744,500
S3,Pointwise-alpha,99,0.48147639999999997,500
S3,Pointwise-alpha,100,0.481478,500
S3,Pointwise-alpha,101,0.48147840000000003,500
S3,Pointwise-alpha,102,0.48147840000000003,500
S3,Pointwise-alpha,103,0.48147840000000003,500
S3,Pointwise-alpha,104,0.48147840000000003,500
S3,Pointwise-alpha,105,0.48147840000000003,500
S3,Pointwise-alpha,106,0.48147840000000003,500
S3,Pointwise-alpha,107,0.48147840000000003,500
S3,Pointwise-alpha,108,0.48147840000000003,500
S3,Pointwise-alpha,109,0.48147840000000003,500
S3,Pointwise-alpha,110,0.48147840000000003,500
S3,Pointwise-alpha,111,0.48147840000000003,500
S3,Pointwise-alpha,112,0.48147840000000003,500
S3,Pointwise-alpha,113,0.48147840000000003,500
S3,Pointwise-alpha,114,0.48147840000000003,500
S3,Pointwise-alpha,115,0.48147840000000003,500
S3,Pointwise-alpha,116,0.48147840000000003,500
S3,Pointwise-alpha,117,0.48147840000000003,500
S3,Pointwise-alpha,118,0.48147840000000003,500
S3,Pointwise-alpha,119,0.48147840000000003,500
S3,Binwise Bonferroni,0,0.0,500
S3,Binwise Bonferroni,1,0.0,500
S3,Binwise Bonferroni,2,0.0,500
S3,Binwise Bonferroni,3,0.0,500
S3,Binwise Bonferroni,4,0.0,500
S3,Binwise Bonferroni,5,0.006550399999999998,500
S3,Binwise Bonferroni,6,0.0086952,500
S3,Binwise Bonferroni,7,0.010901200000000002,500
S3,Binwise Bonferroni,8,0.01312720000000001,500
S3,Binwise Bonferroni,9,0.015311599999999996,500
S3,Binwise Bonferroni,10,0.017571199999999974,500
S3,Binwise Bonferroni,11,0.019944400000000008,500
S3,Binwise Bonferroni,12,0.020334000000000015,500
S3,Binwise Bonferroni,13,0.021259599999999986,500
S3,Binwise Bonferroni,14,0.02226160000000001,500
S3,Binwise Bonferroni,15,0.023362399999999995,500
S3,Binwise Bonferroni,16,0.0245528,500
S3,Binwise Bonferroni,17,0.02574839999999997,500
S3,Binwise Bonferroni,18,0.026985199999999984,500
S3,Binwise Bonferroni,19,0.028262000000000002,500
S3,Binwise Bonferroni,20,0.029581599999999982,500
S3,Binwise Bonferroni,21,0.03091280000000003,500
S3,Binwise Bonferroni,22,0.032290400000000004,500
S3,Binwise Bonferroni,23,0.03365960000000002,500
S3,Binwise Bonferroni,24,0.0338324,500
S3,Binwise Bonferroni,25,0.034294799999999966,500
S3,Binwise Bonferroni,26,0.03483200000000001,500
S3,Binwise Bonferroni,27,0.03538319999999997,500
S3,Binwise Bonferroni,28,0.03597159999999997,500
S3,Binwise Bonferroni,29,0.03657679999999998,500
S3,Binwise Bonferroni,30,0.037200399999999974,500
S3,Binwise Bonferroni,31,0.0378552,500
S3,Binwise Bonferroni,32,0.038512000000000005,500
S3,Binwise Bonferroni,33,0.039225600000000006,500
S3,Binwise Bonferroni,34,0.039918400000000034,500
S3,Binwise Bonferroni,35,0.04060880000000001,500
S3,Binwise Bonferroni,36,0.04130120000000003,500
S3,Binwise Bonferroni,37,0.04198120000000002,500
S3,Binwise Bonferroni,38,0.042664000000000035,500
S3,Binwise Bonferroni,39,0.04328079999999995,500
S3,Binwise Bonferroni,40,0.04387879999999996,500
S3,Binwise Bonferroni,41,0.044398800000000016,500
S3,Binwise Bonferroni,42,0.04489760000000001,500
S3,Binwise Bonferroni,43,0.04537679999999999,500
S3,Binwise Bonferroni,44,0.045778000000000006,500
S3,Binwise Bonferroni,45,0.04617680000000004,500
S3,Binwise Bonferroni,46,0.04653759999999999,500
S3,Binwise Bonferroni,47,0.04688480000000006,500
S3,Binwise Bonferroni,48,0.04797759999999997,500
S3,Binwise Bonferroni,49,0.04858520000000002,500
S3,Binwise Bonferroni,50,0.049146799999999956,500
S3,Binwise Bonferroni,51,0.0497148,500
S3,Binwise Bonferroni,52,0.050294799999999994,500
S3,Binwise Bonferroni,53,0.05082519999999997,500
S3,Binwise Bonferroni,54,0.05136400000000002,500
S3,Binwise Bonferroni,55,0.0519224,500
S3,Binwise Bonferroni,56,0.05244079999999999,500
S3,Binwise Bonferroni,57,0.05298920000000003,500
S3,Binwise Bonferroni,58,0.05353639999999997,500
S3,Binwise Bonferroni,59,0.05408680000000002,500
S3,Binwise Bonferroni,60,0.05461599999999994,500
S3,Binwise Bonferroni,61,0.05519040000000002,500
S3,Binwise Bonferroni,62,0.055742400000000025,500
S3,Binwise Bonferroni,63,0.056308799999999964,500
S3,Binwise Bonferroni,64,0.056874800000000045,500
S3,Binwise Bonferroni,65,0.05747079999999995,500
S3,Binwise Bonferroni,66,0.058040800000000024,500
S3,Binwise Bonferroni,67,0.05863600000000002,500
S3,Binwise Bonferroni,68,0.05919839999999996,500
S3,Binwise Bonferroni,69,0.05979639999999999,500
S3,Binwise Bonferroni,70,0.06037880000000003,500
S3,Binwise Bonferroni,71,0.060970399999999994,500
S3,Binwise Bonferroni,72,0.062255200000000045,500
S3,Binwise Bonferroni,73,0.06308880000000001,500
S3,Binwise Bonferroni,74,0.06388920000000002,500
S3,Binwise Bonferroni,75,0.06468480000000001,500
S3,Binwise Bonferroni,76,0.06549720000000002,500
S3,Binwise Bonferroni,77,0.06623719999999991,500
S3,Binwise Bonferroni,78,0.06693040000000006,500
S3,Binwise Bonferroni,79,0.0676216,500
S3,Binwise Bonferroni,80,0.06825479999999998,500
S3,Binwise Bonferroni,81,0.06883959999999993,500
S3,Binwise Bonferroni,82,0.06934599999999998,500
S3,Binwise Bonferroni,83,0.06978839999999999,500
S3,Binwise Bonferroni,84,0.07015639999999998,500
S3,Binwise Bonferroni,85,0.07047360000000001,500
S3,Binwise Bonferroni,86,0.0707256,500
S3,Binwise Bonferroni,87,0.07091679999999999,500
S3,Binwise Bonferroni,88,0.07107200000000005,500
S3,Binwise Bonferroni,89,0.07119160000000006,500
S3,Binwise Bonferroni,90,0.07127520000000005,500
S3,Binwise Bonferroni,91,0.07133000000000006,500
S3,Binwise Bonferroni,92,0.07136680000000001,500
S3,Binwise Bonferroni,93,0.07139399999999999,500
S3,Binwise Bonferroni,94,0.07140639999999998,500
S3,Binwise Bonferroni,95,0.07141639999999998,500
S3,Binwise Bonferroni,96,0.07142319999999996,500
S3,Binwise Bonferroni,97,0.07142719999999997,500
S3,Binwise Bonferroni,98,0.07143079999999996,500
S3,Binwise Bonferroni,99,0.07143279999999996,500
S3,Binwise Bonferroni,100,0.07143399999999996,500
S3,Binwise Bonferroni,101,0.07143399999999996,500
S3,Binwise Bonferroni,102,0.07143399999999996,500
S3,Binwise Bonferroni,103,0.07143399999999996,500
S3,Binwise Bonferroni,104,0.07143399999999996,500
S3,Binwise Bonferroni,105,0.07143399999999996,500
S3,Binwise Bonferroni,106,0.07143399999999996,500
S3,Binwise Bonferroni,107,0.07143399999999996,500
S3,Binwise Bonferroni,108,0.07143399999999996,500
S3,Binwise Bonferroni,109,0.07143399999999996,500
S3,Binwise Bonferroni,110,0.07143399999999996,500
S3,Binwise Bonferroni,111,0.07143399999999996,500
S3,Binwise Bonferroni,112,0.07143399999999996,500
S3,Binwise Bonferroni,113,0.07143399999999996,500
S3,Binwise Bonferroni,114,0.07143399999999996,500
S3,Binwise Bonferroni,115,0.07143399999999996,500
S3,Binwise Bonferroni,116,0.07143399999999996,500
S3,Binwise Bonferroni,117,0.07143399999999996,500
S3,Binwise Bonferroni,118,0.07143399999999996,500
S3,Binwise Bonferroni,119,0.07143399999999996,500
S3,PaFAR-F,0,0.0,500
S3,PaFAR-F,1,0.0,500
S3,PaFAR-F,2,0.0,500
S3,PaFAR-F,3,0.0,500
S3,PaFAR-F,4,0.0,500
S3,PaFAR-F,5,0.0034016000000000003,500
S3,PaFAR-F,6,0.004607199999999998,500
S3,PaFAR-F,7,0.005808799999999997,500
S3,PaFAR-F,8,0.007079199999999995,500
S3,PaFAR-F,9,0.008321600000000002,500
S3,PaFAR-F,10,0.009641600000000002,500
S3,PaFAR-F,11,0.010982400000000007,500
S3,PaFAR-F,12,0.012389199999999994,500
S3,PaFAR-F,13,0.013806399999999995,500
S3,PaFAR-F,14,0.01524,500
S3,PaFAR-F,15,0.016734400000000003,500
S3,PaFAR-F,16,0.01829399999999999,500
S3,PaFAR-F,17,0.019902800000000005,500
S3,PaFAR-F,18,0.02155480000000001,500
S3,PaFAR-F,19,0.02321800000000002,500
S3,PaFAR-F,20,0.024949199999999994,500
S3,PaFAR-F,21,0.02664719999999999,500
S3,PaFAR-F,22,0.028378800000000034,500
S3,PaFAR-F,23,0.030127999999999967,500
S3,PaFAR-F,24,0.031955599999999994,500
S3,PaFAR-F,25,0.033819599999999984,500
S3,PaFAR-F,26,0.035681600000000015,500
S3,PaFAR-F,27,0.03759840000000002,500
S3,PaFAR-F,28,0.03955240000000006,500
S3,PaFAR-F,29,0.041602799999999995,500
S3,PaFAR-F,30,0.04357120000000004,500
S3,PaFAR-F,31,0.04558439999999996,500
S3,PaFAR-F,32,0.04763919999999999,500
S3,PaFAR-F,33,0.04970759999999998,500
S3,PaFAR-F,34,0.051865600000000005,500
S3,PaFAR-F,35,0.05389239999999996,500
S3,PaFAR-F,36,0.05593120000000004,500
S3,PaFAR-F,37,0.05797159999999997,500
S3,PaFAR-F,38,0.05985679999999999,500
S3,PaFAR-F,39,0.06169639999999999,500
S3,PaFAR-F,40,0.06333600000000002,500
S3,PaFAR-F,41,0.06491080000000002,500
S3,PaFAR-F,42,0.06631480000000006,500
S3,PaFAR-F,43,0.06758879999999995,500
S3,PaFAR-F,44,0.06876640000000002,500
S3,PaFAR-F,45,0.06986440000000005,500
S3,PaFAR-F,46,0.07080279999999994,500
S3,PaFAR-F,47,0.07170519999999998,500
S3,PaFAR-F,48,0.07255000000000011,500
S3,PaFAR-F,49,0.07336960000000003,500
S3,PaFAR-F,50,0.0741511999999999,500
S3,PaFAR-F,51,0.07494120000000007,500
S3,PaFAR-F,52,0.07571439999999999,500
S3,PaFAR-F,53,0.07647039999999998,500
S3,PaFAR-F,54,0.0772368,500
S3,PaFAR-F,55,0.07799279999999997,500
S3,PaFAR-F,56,0.07874479999999999,500
S3,PaFAR-F,57,0.079542,500
S3,PaFAR-F,58,0.08030080000000012,500
S3,PaFAR-F,59,0.08106319999999999,500
S3,PaFAR-F,60,0.0818432,500
S3,PaFAR-F,61,0.08262440000000006,500
S3,PaFAR-F,62,0.0833928,500
S3,PaFAR-F,63,0.08416439999999999,500
S3,PaFAR-F,64,0.08496039999999996,500
S3,PaFAR-F,65,0.08577880000000004,500
S3,PaFAR-F,66,0.08658200000000002,500
S3,PaFAR-F,67,0.08739920000000011,500
S3,PaFAR-F,68,0.08821239999999994,500
S3,PaFAR-F,69,0.08901680000000006,500
S3,PaFAR-F,70,0.08984480000000004,500
S3,PaFAR-F,71,0.09067439999999997,500
S3,PaFAR-F,72,0.09147959999999987,500
S3,PaFAR-F,73,0.09228920000000013,500
S3,PaFAR-F,74,0.0930628000000001,500
S3,PaFAR-F,75,0.0938811999999999,500
S3,PaFAR-F,76,0.09466479999999998,500
S3,PaFAR-F,77,0.09541439999999997,500
S3,PaFAR-F,78,0.09612960000000006,500
S3,PaFAR-F,79,0.0968264,500
S3,PaFAR-F,80,0.09744160000000006,500
S3,PaFAR-F,81,0.09802600000000003,500
S3,PaFAR-F,82,0.09852440000000003,500
S3,PaFAR-F,83,0.09898199999999996,500
S3,PaFAR-F,84,0.09935839999999999,500
S3,PaFAR-F,85,0.09968439999999991,500
S3,PaFAR-F,86,0.09993519999999992,500
S3,PaFAR-F,87,0.10013319999999995,500
S3,PaFAR-F,88,0.10029519999999992,500
S3,PaFAR-F,89,0.10041359999999994,500
S3,PaFAR-F,90,0.10049239999999998,500
S3,PaFAR-F,91,0.100544,500
S3,PaFAR-F,92,0.1005844,500
S3,PaFAR-F,93,0.1006112,500
S3,PaFAR-F,94,0.10063040000000001,500
S3,PaFAR-F,95,0.1006408,500
S3,PaFAR-F,96,0.10064680000000001,500
S3,PaFAR-F,97,0.10065119999999998,500
S3,PaFAR-F,98,0.1006544,500
S3,PaFAR-F,99,0.1006564,500
S3,PaFAR-F,100,0.10065759999999997,500
S3,PaFAR-F,101,0.10065759999999997,500
S3,PaFAR-F,102,0.10065799999999998,500
S3,PaFAR-F,103,0.10065799999999998,500
S3,PaFAR-F,104,0.10065799999999998,500
S3,PaFAR-F,105,0.10065799999999998,500
S3,PaFAR-F,106,0.10065799999999998,500
S3,PaFAR-F,107,0.10065799999999998,500
S3,PaFAR-F,108,0.10065799999999998,500
S3,PaFAR-F,109,0.10065799999999998,500
S3,PaFAR-F,110,0.10065799999999998,500
S3,PaFAR-F,111,0.10065799999999998,500
S3,PaFAR-F,112,0.10065799999999998,500
S3,PaFAR-F,113,0.10065799999999998,500
S3,PaFAR-F,114,0.10065799999999998,500
S3,PaFAR-F,115,0.10065799999999998,500
S3,PaFAR-F,116,0.10065799999999998,500
S3,PaFAR-F,117,0.10065799999999998,500
S3,PaFAR-F,118,0.10065799999999998,500
S3,PaFAR-F,119,0.10065799999999998,500
S3,PaFAR-T,0,0.0,500
S3,PaFAR-T,1,0.0,500
S3,PaFAR-T,2,0.0,500
S3,PaFAR-T,3,0.0,500
S3,PaFAR-T,4,0.0,500
S3,PaFAR-T,5,0.008760800000000001,500
S3,PaFAR-T,6,0.011465200000000005,500
S3,PaFAR-T,7,0.014259600000000011,500
S3,PaFAR-T,8,0.017093199999999996,500
S3,PaFAR-T,9,0.01991919999999998,500
S3,PaFAR-T,10,0.022833199999999998,500
S3,PaFAR-T,11,0.02581199999999999,500
S3,PaFAR-T,12,0.027017999999999986,500
S3,PaFAR-T,13,0.028875200000000007,500
S3,PaFAR-T,14,0.0308648,500
S3,PaFAR-T,15,0.032998400000000046,500
S3,PaFAR-T,16,0.03511120000000004,500
S3,PaFAR-T,17,0.03730479999999999,500
S3,PaFAR-T,18,0.039567600000000015,500
S3,PaFAR-T,19,0.04189839999999995,500
S3,PaFAR-T,20,0.04423680000000001,500
S3,PaFAR-T,21,0.04655560000000001,500
S3,PaFAR-T,22,0.04889000000000002,500
S3,PaFAR-T,23,0.05133639999999999,500
S3,PaFAR-T,24,0.052118000000000005,500
S3,PaFAR-T,25,0.053542400000000025,500
S3,PaFAR-T,26,0.05504040000000001,500
S3,PaFAR-T,27,0.0565908,500
S3,PaFAR-T,28,0.05821359999999997,500
S3,PaFAR-T,29,0.05993480000000004,500
S3,PaFAR-T,30,0.06157679999999999,500
S3,PaFAR-T,31,0.06327920000000006,500
S3,PaFAR-T,32,0.06503680000000006,500
S3,PaFAR-T,33,0.06677880000000001,500
S3,PaFAR-T,34,0.06860400000000007,500
S3,PaFAR-T,35,0.07034400000000007,500
S3,PaFAR-T,36,0.07208799999999999,500
S3,PaFAR-T,37,0.0738331999999999,500
S3,PaFAR-T,38,0.07547519999999999,500
S3,PaFAR-T,39,0.07704279999999995,500
S3,PaFAR-T,40,0.07849079999999996,500
S3,PaFAR-T,41,0.07982600000000009,500
S3,PaFAR-T,42,0.08106639999999994,500
S3,PaFAR-T,43,0.08216200000000004,500
S3,PaFAR-T,44,0.08321839999999998,500
S3,PaFAR-T,45,0.08417280000000002,500
S3,PaFAR-T,46,0.08502359999999996,500
S3,PaFAR-T,47,0.08580239999999996,500
S3,PaFAR-T,48,0.08607519999999995,500
S3,PaFAR-T,49,0.08647839999999994,500
S3,PaFAR-T,50,0.08689639999999992,500
S3,PaFAR-T,51,0.08732120000000002,500
S3,PaFAR-T,52,0.08774400000000002,500
S3,PaFAR-T,53,0.0881616,500
S3,PaFAR-T,54,0.08858999999999999,500
S3,PaFAR-T,55,0.08902639999999995,500
S3,PaFAR-T,56,0.08944400000000004,500
S3,PaFAR-T,57,0.08986440000000007,500
S3,PaFAR-T,58,0.09031080000000001,500
S3,PaFAR-T,59,0.09072080000000002,500
S3,PaFAR-T,60,0.09114519999999997,500
S3,PaFAR-T,61,0.09161519999999998,500
S3,PaFAR-T,62,0.0920744,500
S3,PaFAR-T,63,0.09248880000000005,500
S3,PaFAR-T,64,0.09295280000000003,500
S3,PaFAR-T,65,0.09341839999999993,500
S3,PaFAR-T,66,0.09389159999999998,500
S3,PaFAR-T,67,0.09435960000000006,500
S3,PaFAR-T,68,0.09483480000000005,500
S3,PaFAR-T,69,0.09532959999999994,500
S3,PaFAR-T,70,0.0958208,500
S3,PaFAR-T,71,0.0962876000000001,500
S3,PaFAR-T,72,0.09661000000000008,500
S3,PaFAR-T,73,0.09697040000000008,500
S3,PaFAR-T,74,0.09734119999999997,500
S3,PaFAR-T,75,0.09770880000000003,500
S3,PaFAR-T,76,0.09806400000000003,500
S3,PaFAR-T,77,0.09842480000000005,500
S3,PaFAR-T,78,0.09876560000000008,500
S3,PaFAR-T,79,0.09907120000000005,500
S3,PaFAR-T,80,0.09936599999999997,500
S3,PaFAR-T,81,0.09964200000000006,500
S3,PaFAR-T,82,0.09989119999999999,500
S3,PaFAR-T,83,0.1001036,500
S3,PaFAR-T,84,0.10029119999999996,500
S3,PaFAR-T,85,0.10042359999999996,500
S3,PaFAR-T,86,0.1005568,500
S3,PaFAR-T,87,0.10064799999999995,500
S3,PaFAR-T,88,0.10072159999999994,500
S3,PaFAR-T,89,0.10078359999999995,500
S3,PaFAR-T,90,0.10081919999999996,500
S3,PaFAR-T,91,0.10084719999999996,500
S3,PaFAR-T,92,0.10086319999999993,500
S3,PaFAR-T,93,0.10087799999999993,500
S3,PaFAR-T,94,0.10088519999999992,500
S3,PaFAR-T,95,0.10089119999999993,500
S3,PaFAR-T,96,0.10089479999999992,500
S3,PaFAR-T,97,0.10089679999999991,500
S3,PaFAR-T,98,0.1008979999999999,500
S3,PaFAR-T,99,0.10089879999999991,500
S3,PaFAR-T,100,0.10089879999999991,500
S3,PaFAR-T,101,0.10089919999999991,500
S3,PaFAR-T,102,0.10089919999999991,500
S3,PaFAR-T,103,0.10089919999999991,500
S3,PaFAR-T,104,0.10089919999999991,500
S3,PaFAR-T,105,0.10089919999999991,500
S3,PaFAR-T,106,0.10089919999999991,500
S3,PaFAR-T,107,0.10089919999999991,500
S3,PaFAR-T,108,0.10089919999999991,500
S3,PaFAR-T,109,0.10089919999999991,500
S3,PaFAR-T,110,0.10089919999999991,500
S3,PaFAR-T,111,0.10089919999999991,500
S3,PaFAR-T,112,0.10089919999999991,500
S3,PaFAR-T,113,0.10089919999999991,500
S3,PaFAR-T,114,0.10089919999999991,500
S3,PaFAR-T,115,0.10089919999999991,500
S3,PaFAR-T,116,0.10089919999999991,500
S3,PaFAR-T,117,0.10089919999999991,500
S3,PaFAR-T,118,0.10089919999999991,500
S3,PaFAR-T,119,0.10089919999999991,500
S3,PaFAR-HC,0,0.0,500
S3,PaFAR-HC,1,0.0,500
S3,PaFAR-HC,2,0.0,500
S3,PaFAR-HC,3,0.0,500
S3,PaFAR-HC,4,0.0,500
S3,PaFAR-HC,5,0.0023460000000000004,500
S3,PaFAR-HC,6,0.0031839999999999963,500
S3,PaFAR-HC,7,0.004044399999999996,500
S3,PaFAR-HC,8,0.004966,500
S3,PaFAR-HC,9,0.005887999999999998,500
S3,PaFAR-HC,10,0.006825199999999987,500
S3,PaFAR-HC,11,0.007793199999999994,500
S3,PaFAR-HC,12,0.008823999999999999,500
S3,PaFAR-HC,13,0.009875200000000004,500
S3,PaFAR-HC,14,0.010919200000000006,500
S3,PaFAR-HC,15,0.0120296,500
S3,PaFAR-HC,16,0.013181199999999999,500
S3,PaFAR-HC,17,0.014353199999999984,500
S3,PaFAR-HC,18,0.015573599999999996,500
S3,PaFAR-HC,19,0.016816400000000023,500
S3,PaFAR-HC,20,0.018106400000000022,500
S3,PaFAR-HC,21,0.019387200000000028,500
S3,PaFAR-HC,22,0.020711599999999993,500
S3,PaFAR-HC,23,0.022016799999999996,500
S3,PaFAR-HC,24,0.023396400000000008,500
S3,PaFAR-HC,25,0.024805599999999973,500
S3,PaFAR-HC,26,0.0262336,500
S3,PaFAR-HC,27,0.027700399999999972,500
S3,PaFAR-HC,28,0.029169999999999974,500
S3,PaFAR-HC,29,0.030722399999999983,500
S3,PaFAR-HC,30,0.03226639999999997,500
S3,PaFAR-HC,31,0.0338168,500
S3,PaFAR-HC,32,0.03542680000000002,500
S3,PaFAR-HC,33,0.037017200000000014,500
S3,PaFAR-HC,34,0.03864240000000001,500
S3,PaFAR-HC,35,0.040286000000000044,500
S3,PaFAR-HC,36,0.041854799999999984,500
S3,PaFAR-HC,37,0.04342440000000001,500
S3,PaFAR-HC,38,0.044915600000000076,500
S3,PaFAR-HC,39,0.04635359999999996,500
S3,PaFAR-HC,40,0.04765280000000001,500
